"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2001","4.88","6.88","7.19","4.68","310.16M","-29.07%"
"01/01/2001","6.88","6.84","7.51","6.34","307.73M","-1.43%"
"12/01/2000","6.98","5.34","7.12","5.03","242.56M","30.96%"
"11/01/2000","5.33","4.96","5.62","4.89","135.04M","6.81%"
"10/01/2000","4.99","5.01","5.44","4.37","181.37M","-0.40%"
"09/01/2000","5.01","5.05","5.25","4.44","229.58M","1.21%"
"08/01/2000","4.95","5.47","6.06","4.95","187.81M","-9.51%"
"07/01/2000","5.47","5.12","5.97","4.97","118.21M","9.84%"
"06/01/2000","4.98","5.39","5.61","4.35","148.91M","-7.09%"
"05/01/2000","5.36","5.43","5.89","4.73","145.28M","-1.29%"
"04/01/2000","5.43","5.12","5.73","4.55","187.18M","9.70%"
"03/01/2000","4.95","3.55","5.00","3.23","325.26M","39.44%"
"02/01/2000","3.55","5.68","6.06","3.31","397.49M","-37.61%"
"01/01/2000","5.69","6.16","6.69","5.67","142.00M","-8.23%"
"12/01/1999","6.20","5.72","6.98","4.98","235.86M","7.83%"
"11/01/1999","5.75","6.97","7.05","5.51","237.30M","-17.86%"
"10/01/1999","7.00","7.08","7.41","6.66","148.22M","-1.55%"
"09/01/1999","7.11","5.78","7.23","5.78","221.07M","21.75%"
"08/01/1999","5.84","6.48","6.82","5.77","160.04M","-10.15%"
"07/01/1999","6.50","7.64","7.70","6.47","227.16M","-17.93%"
"06/01/1999","7.92","7.59","8.12","6.79","188.29M","3.94%"
"05/01/1999","7.62","7.76","8.37","7.27","157.86M","-1.93%"
"04/01/1999","7.77","7.21","8.09","6.84","177.75M","7.77%"
"03/01/1999","7.21","6.59","7.94","6.25","309.29M","7.93%"
"02/01/1999","6.68","6.00","6.88","5.71","190.38M","17.40%"
"01/01/1999","5.69","5.07","5.73","4.84","190.42M","12.23%"
"12/01/1998","5.07","4.94","5.30","4.36","229.71M","1.40%"
"11/01/1998","5.00","5.44","5.95","4.91","171.96M","-7.75%"
"10/01/1998","5.42","4.53","5.61","4.44","139.51M","17.83%"
"09/01/1998","4.60","4.32","5.25","3.88","218.81M","5.99%"
"08/01/1998","4.34","5.55","5.66","4.33","206.51M","-21.94%"
"07/01/1998","5.56","6.34","6.59","5.49","221.87M","-8.70%"
"06/01/1998","6.09","5.72","6.24","5.42","132.47M","5.91%"
"05/01/1998","5.75","5.98","6.09","5.66","125.30M","-3.69%"
"04/01/1998","5.97","5.53","6.09","5.36","209.96M","7.96%"
"03/01/1998","5.53","5.48","5.95","5.34","264.64M","0.91%"
"02/01/1998","5.48","5.04","5.94","4.97","384.16M","9.38%"
"01/01/1998","5.01","4.91","5.41","4.86","246.70M","2.66%"
"12/01/1997","4.88","6.12","6.26","4.72","402.53M","-19.87%"
"11/01/1997","6.09","5.99","6.41","5.78","186.45M","3.40%"
"10/01/1997","5.89","6.66","6.72","5.62","332.63M","-11.03%"
"09/01/1997","6.62","6.80","7.06","6.55","335.85M","-0.75%"
"08/01/1997","6.67","7.76","7.88","6.59","313.79M","-14.81%"
"07/01/1997","7.83","7.27","8.02","6.95","323.49M","7.26%"
"06/01/1997","7.30","7.22","7.77","6.86","346.07M","1.53%"
"05/01/1997","7.19","7.08","8.31","6.72","652.41M","2.28%"
"04/01/1997","7.03","7.72","7.91","6.41","590.01M","-9.06%"
"03/01/1997","7.73","8.84","9.14","7.67","330.72M","-13.92%"
"02/01/1997","8.98","8.52","9.55","7.89","197.20M","5.03%"
"01/01/1997","8.55","7.47","8.67","7.23","235.10M","14.00%"
"12/01/1996","7.50","7.12","7.84","6.44","241.41M","5.49%"
"11/01/1996","7.11","7.42","7.48","6.45","360.78M","-3.79%"
"10/01/1996","7.39","7.62","8.00","7.19","195.21M","-2.89%"
"09/01/1996","7.61","6.65","7.84","6.62","207.44M","12.74%"
"08/01/1996","6.75","6.45","6.95","6.45","132.18M","4.98%"
"07/01/1996","6.43","6.43","6.91","5.98","263.60M","0.16%"
"06/01/1996","6.42","6.27","6.74","6.08","137.12M","2.39%"
"05/01/1996","6.27","5.48","6.51","5.47","207.62M","14.63%"
"04/01/1996","5.47","5.08","5.91","4.86","219.64M","7.68%"
"03/01/1996","5.08","4.09","5.37","4.09","240.60M","25.12%"
"02/01/1996","4.06","4.17","4.31","3.97","193.34M","-6.88%"
"01/01/1996","4.36","4.30","4.46","3.98","166.95M","0.23%"
"12/01/1995","4.35","3.62","4.40","3.62","152.99M","20.17%"
"11/01/1995","3.62","3.53","3.91","3.50","139.15M","2.26%"
"10/01/1995","3.54","3.48","3.65","3.36","173.39M","2.02%"
"09/01/1995","3.47","2.89","3.55","2.83","277.67M","20.07%"
"08/01/1995","2.89","2.83","3.02","2.79","179.54M","2.48%"
"07/01/1995","2.82","2.62","2.90","2.60","168.07M","7.63%"
"06/01/1995","2.62","2.46","2.68","2.44","160.80M","6.50%"
"05/01/1995","2.46","2.39","2.52","2.38","161.60M","2.93%"
"04/01/1995","2.39","2.34","2.40","2.21","208.82M","2.14%"
"03/01/1995","2.34","2.25","2.44","2.24","248.83M","4.00%"
"02/01/1995","2.25","2.20","2.31","2.15","154.93M","1.35%"
"01/01/1995","2.22","2.31","2.31","2.18","171.32M","-4.72%"
"12/01/1994","2.33","2.00","2.39","1.99","218.91M","16.50%"
"11/01/1994","2.00","1.90","2.04","1.86","119.63M","5.26%"
"10/01/1994","1.90","1.85","1.96","1.82","86.12M","2.70%"
"09/01/1994","1.85","2.02","2.07","1.82","171.95M","-7.96%"
"08/01/1994","2.01","1.93","2.08","1.92","192.78M","4.69%"
"07/01/1994","1.92","1.87","2.00","1.82","186.28M","2.67%"
"06/01/1994","1.87","1.84","1.90","1.76","165.73M","1.63%"
"05/01/1994","1.84","1.68","1.93","1.66","189.66M","9.52%"
"04/01/1994","1.68","1.64","1.84","1.63","163.84M","1.20%"
"03/01/1994","1.66","1.61","1.82","1.58","292.53M","2.47%"
"02/01/1994","1.62","1.57","1.62","1.53","167.77M","3.85%"
"01/01/1994","1.56","1.45","1.65","1.45","267.93M","7.59%"
"12/01/1993","1.45","1.51","1.52","1.35","334.93M","-3.33%"
"11/01/1993","1.50","1.51","1.70","1.49","234.26M","-0.66%"
"10/01/1993","1.51","1.41","1.55","1.40","244.02M","7.09%"
"09/01/1993","1.41","1.68","1.70","1.35","355.51M","-16.07%"
"08/01/1993","1.68","1.77","1.80","1.54","224.01M","-4.55%"
"07/01/1993","1.76","1.72","1.81","1.68","269.68M","2.33%"
"06/01/1993","1.72","2.27","2.34","1.69","351.24M","-24.23%"
"05/01/1993","2.27","2.14","2.41","2.13","178.75M","6.57%"
