"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/1996","26.34","27.16","27.31","25.78","60.00M","-3.55%"
"04/01/1996","27.31","26.78","27.62","26.38","23.33M","2.82%"
"03/01/1996","26.56","25.31","27.00","24.44","31.80M","5.86%"
"02/01/1996","25.09","24.41","25.75","24.38","78.62M","2.79%"
"01/01/1996","24.41","25.44","25.97","23.62","31.63M","-4.39%"
"12/01/1995","25.53","24.06","25.97","24.06","25.12M","6.78%"
"11/01/1995","23.91","22.09","24.06","21.97","47.34M","8.39%"
"10/01/1995","22.06","22.56","23.16","21.56","21.27M","-1.82%"
"09/01/1995","22.47","22.62","23.34","22.06","14.45M","-0.27%"
"08/01/1995","22.53","22.59","23.12","22.03","22.97M","-0.71%"
"07/01/1995","22.69","21.44","23.03","21.38","22.91M","5.98%"
"06/01/1995","21.41","21.31","22.22","20.91","30.74M","0.33%"
"05/01/1995","21.34","21.81","22.34","21.09","23.44M","-0.88%"
"04/01/1995","21.53","20.91","22.00","20.56","20.04M","2.82%"
"03/01/1995","20.94","19.03","21.03","18.97","38.18M","9.52%"
"02/01/1995","19.12","19.47","19.97","18.91","24.41M","-1.49%"
"01/01/1995","19.41","19.94","20.06","19.16","25.21M","-2.80%"
"12/01/1994","19.97","19.75","20.16","18.72","22.00M","0.66%"
"11/01/1994","19.84","20.81","20.91","19.19","36.80M","-6.37%"
"10/01/1994","21.19","18.94","21.31","18.84","35.24M","11.88%"
"09/01/1994","18.94","18.94","19.72","18.56","28.78M","-0.32%"
"08/01/1994","19.00","19.09","19.50","18.50","41.93M","0.00%"
"07/01/1994","19.00","17.97","19.09","17.69","35.43M","5.91%"
"06/01/1994","17.94","17.50","18.78","16.97","42.10M","2.16%"
"05/01/1994","17.56","17.47","18.41","17.09","46.98M","0.34%"
"04/01/1994","17.50","14.75","17.75","14.59","57.88M","14.08%"
"03/01/1994","15.34","16.19","16.94","15.34","41.08M","-5.77%"
"02/01/1994","16.28","17.03","17.25","15.78","245.84M","-4.57%"
"01/01/1994","17.06","16.00","17.09","15.59","43.28M","6.62%"
"12/01/1993","16.00","15.25","16.34","14.06","62.12M","8.04%"
"11/01/1993","14.81","15.56","16.16","14.44","218.09M","-4.82%"
"10/01/1993","15.56","14.94","15.69","14.69","48.93M","4.85%"
"09/01/1993","14.84","14.34","14.91","13.78","47.38M","3.20%"
"08/01/1993","14.38","14.00","14.84","13.56","201.35M","3.38%"
"07/01/1993","13.91","14.00","14.06","12.84","42.32M","-1.07%"
